user_id,last_login_to_now,duration,level_end,os_corr,active_days,avg_session_cnt,is_payer
1dfbb,206,369,16,0,11,6,1
3571d,553,35,30,0,36,13.5,1
90768,570,7,1,0,3,2.3,0
a98ed,579,0,6,0,1,3,0
28b45,586,2,8,0,3,6,0
414ad,576,2,6,1,3,2.3,0
zvghe,123,146,29,0,135,5.5,1
f5bb4,569,4,11,0,5,4.6,1
greay,149,33,26,0,24,5.9,1
70500,575,0,6,0,1,4,0
jhgie,43,324,34,0,135,2.1,1
fgwen,326,23,24,0,22,6.5,1
lewth,91,149,26,0,34,4.7,1
wgaeq,0,314,62,0,294,8.4,1
e2330,567,5,13,0,4,4.2,0
74ed5,560,29,14,0,13,3,0
tgifl,0,35,31,1,36,8.5,1
gveaw,1,189,20,0,31,4.3,1
57434,581,0,1,0,1,2,0
cpgdd,26,487,51,1,267,9.9,1
egzeu,208,71,27,0,40,6.8,1
f7bc4,269,322,52,0,264,4.5,0
e89e9,585,0,1,0,1,3,0
idzad,236,248,56,0,242,10.1,1
gperg,0,323,56,0,312,12.1,1
gjeeu,420,39,24,0,24,4.1,1
f6f66,577,0,1,0,1,3,0
231b8,136,449,56,0,438,5.1,1
cgwev,3,271,53,1,173,6.1,1
d253b,574,1,9,0,2,9,0
ygdfh,91,8,1,0,7,4.8,1
e7761,578,0,6,0,1,2,0
gffge,10,124,46,0,118,6.3,1
0082a,559,25,5,0,8,2,0
7250d,371,207,70,1,198,24.8,1
6c520,391,181,24,0,25,5.3,1
adc11,0,579,57,0,430,11.1,1
1ee41,583,0,2,0,1,2,0
gkexw,143,103,16,0,77,5.2,1
648d4,586,0,1,0,1,2,0
931d1,562,10,14,0,9,3.8,0
ufgfe,0,414,60,0,297,11.7,1
595d2,0,575,75,0,481,9.3,1
agddx,0,518,64,0,225,9,1
gveme,0,345,67,0,344,10.6,1
ecgnd,238,271,51,0,130,9.4,1
dd5fd,576,0,1,0,1,2,0
gneyh,171,61,30,0,45,6.5,1
808c1,575,7,10,0,7,5.1,0
a274b,395,193,7,0,3,2,0
26505,16,575,14,1,11,2.9,0
4.15E+03,539,40,5,0,11,3,0
f5be1,578,2,7,1,3,4.6,0
7bae4,572,0,1,0,3,2.3,0
gtdrd,0,566,108,0,567,18,1
krgqe,4,216,37,1,95,3.4,1
hgzdx,2,506,90,0,371,20.6,1
cgmei,165,250,7,1,10,2.1,1
gadxb,9,505,53,0,441,5.2,1
8.00E+260,378,205,21,0,74,2,0
xedvv,410,39,29,0,34,8.8,1
b7ff6,576,0,1,0,1,2,0
600c8,73,505,25,0,152,3.6,0
bggey,205,8,4,0,4,2,1
c8f96,573,1,1,0,2,1.5,0
bde6a,586,0,1,0,1,2,0
0428e,315,258,17,0,28,2.5,0
rdgxe,0,463,62,1,442,7.7,1
igyfl,0,30,29,0,30,9.1,1
38808,578,0,6,0,1,6,0
5650f,93,491,18,0,37,3.3,0
255c1,561,16,14,0,9,4.8,0
26f80,579,3,13,0,4,13.2,0
77da1,575,0,6,0,1,3,0
4658e,573,0,5,1,1,3,0
ojgxd,506,35,26,0,33,9.3,1
dtwgv,0,501,62,0,473,8.1,1
1111e,109,472,49,0,229,8.1,0
116a2,582,0,8,0,1,6,0
ed022,574,0,1,0,1,4,0
30a93,410,168,34,0,110,2.1,0
5e8ed,576,0,6,0,1,4,0
0185d,585,0,1,0,1,3,0
b25f7,104,469,53,1,122,13,1
hgkfj,0,62,33,0,59,8.6,1
xekor,282,104,31,0,71,7.1,1
mesko,0,301,59,0,275,11.4,1
7bcef,589,0,1,1,1,2,0
edscm,342,219,38,0,99,5.8,1
33011,589,0,1,1,1,3,0
azzgg,384,43,30,1,29,8.6,1
a1137,585,0,2,0,1,6,0
zhagc,128,41,28,1,32,7.5,1
d5c96,564,14,17,1,13,3.5,0
f3618,269,304,54,0,283,11.5,1
vgyfg,40,78,1,0,70,4.9,1
gsduu,416,109,47,1,109,9.4,1
a21e9,86,502,43,0,123,11.7,0
affec,37,84,6,0,7,2.7,1
gpeed,277,179,41,0,177,6.3,1
e3169,281,308,40,0,147,7.4,1
970f9,266,311,2,0,2,2,0
gggwe,315,80,46,0,77,32.4,1
045b4,576,1,1,0,2,2,0
01fec,582,1,6,0,2,4.5,0
7c2ef,556,20,2,1,2,3,0
d8ec5,566,7,6,0,7,2.2,0
28b83,583,0,2,1,1,3,0
gsfgv,0,120,56,0,120,24.4,1
caa53,576,0,7,0,1,3,0
1a37c,572,0,1,0,1,2,0
75db7,567,19,2,0,2,2,0
0253a,382,201,23,0,32,3.5,0
45b11,134,455,6,0,2,2.5,0
ebb3f,45,534,24,0,36,5.3,0
egufd,0,168,51,0,141,10.6,1
e98a1,577,0,1,0,1,2,0
8510a,392,180,12,0,19,2.6,0
9c800,580,0,1,0,1,6,0
0fd4e,584,0,1,1,1,2,0
vglej,356,45,12,0,7,3.7,1
ff49c,576,0,1,0,1,3,0
ewgee,478,0,12,0,1,6,1
gidwk,0,505,70,1,504,11.8,1
efea7,544,36,25,1,33,3.6,0
f68cf,577,4,3,0,2,1.5,0
qglfh,0,102,44,0,96,8.7,1
7ac3d,530,51,11,0,8,3,0
87388,576,0,1,0,1,3,0
wedyz,0,442,59,0,427,6,1
eb6e3,513,62,37,0,57,8.8,1
e2620,577,0,1,0,1,2,0
31593,579,0,1,0,1,2,0
ggebp,442,39,25,0,27,6.7,1
ff708,575,0,1,0,1,3,0
42bfa,242,332,29,1,67,4.4,0
a290c,561,24,10,0,7,2.7,0
gbfht,0,112,37,1,101,5.3,1
tggeq,147,158,23,0,81,2.4,1
d092c,442,138,8,0,7,2.7,0
49460,578,0,1,0,1,2,0
92c87,590,0,5,0,1,2,0
c06c1,406,179,6,0,5,4,0
fggef,316,112,23,0,13,12.3,1
gfery,217,90,33,0,65,6,1
xgqfk,0,65,35,0,66,5.3,1
ccc77,559,11,4,0,5,3.4,0
d7ac4,323,263,67,0,244,13.7,1
ldvqp,487,42,25,0,42,7,1
qnugy,0,413,53,1,301,5.1,1
739be,578,0,1,0,1,2,0
32c67,563,25,12,0,8,2,0
164ed,404,170,9,0,17,1.7,0
gsecq,341,131,54,0,453,24.6,1
vagnf,122,4,2,0,2,2,1
f9921,585,1,1,0,2,1.5,0
6.00E+283,488,93,9,1,47,2.3,1
d7247,583,0,1,0,1,3,0
e76a1,559,31,13,1,4,2.5,0
gcfls,28,1,12,1,2,8,1
fenyz,0,330,42,0,91,14.9,1
ctgof,16,23,24,1,20,5.7,1
7080c,555,20,15,0,12,2.9,0
8419a,194,383,1,0,2,1.5,0
gpewh,30,210,11,0,153,3.1,1
igvem,0,352,82,0,352,17.8,1
yendr,187,157,61,1,155,18.4,1
3.13E+05,571,0,1,0,1,2,0
uedai,446,8,13,0,5,2.8,1
mjgze,0,227,53,0,205,5,1
guekw,1,385,69,0,379,14.1,1
ggheo,313,16,23,0,17,5.4,1
757c5,536,49,9,0,4,5.2,0
c75d8,460,123,38,0,85,7.8,1
rezhg,148,70,26,0,36,4.7,1
13a53,583,0,1,0,1,2,0
6a91c,586,0,1,0,1,2,0
499a1,0,577,125,1,576,12.6,0
ab9c5,578,0,1,0,1,2,0
d8eb1,266,321,19,0,23,3.6,1
f3021,575,0,1,0,1,2,0
65007,568,4,12,0,5,10.6,0
b926f,571,11,13,0,6,4.6,0
xeixv,0,394,91,0,394,18.4,1
d2202,586,0,2,0,1,7,0
fugme,8,395,73,0,300,16.1,1
deydw,211,3,8,0,3,2.3,1
eed37,589,1,2,0,2,3,0
cb779,562,13,5,0,7,1.2,0
gnfno,0,24,23,1,24,4.1,1
34fd9,583,2,2,0,2,3.5,0
1e599,573,0,1,0,1,2,0
yfgxe,218,125,39,1,122,6.6,1
gcdrd,142,420,36,1,82,2.8,1
59d27,577,0,1,0,1,2,0
gemvw,0,355,85,0,354,23,1
tgeei,0,404,82,0,376,13.5,1
1131d,510,68,37,0,67,13.2,1
vdvsu,436,103,22,0,13,9.3,1
ufjtr,61,10,1,0,7,6.1,1
rguem,274,78,36,0,72,6.7,1
gjdal,230,264,54,0,153,10.8,1
qgney,49,180,2,0,4,1.2,1
f066d,546,42,39,0,43,36.1,1
gcdak,378,124,34,0,53,12.9,1
aecyy,20,432,69,0,305,14,1
61bf1,244,344,30,1,154,2.7,0
cbe19,551,28,12,1,17,3.8,0
mwgre,0,274,66,1,275,9.6,1
e2b99,322,259,12,1,16,2.1,0
wgpfj,0,74,38,1,72,8.6,1
egrej,253,119,33,0,36,6.1,1
79830,585,1,1,0,2,1.5,0
6d464,184,391,32,0,68,7.6,1
wgeey,0,227,45,0,223,4.1,1
cd981,556,33,29,0,34,10.9,1
ac28c,574,0,1,0,1,3,0
093b9,0,580,118,0,573,15.5,1
1aba6,587,0,1,0,1,3,0
bd53d,433,144,54,1,139,13,1
gyfjh,0,82,36,0,77,4.3,1
3c54a,576,2,2,0,3,2,0
cdgdf,0,170,60,0,170,17.1,1
228f0,571,0,1,0,1,2,0
seead,416,40,7,0,5,1.4,1
0f1b5,538,38,22,0,19,7.4,0
f28be,507,71,29,0,49,5.4,0
70d36,588,0,1,0,1,3,0
pgneb,113,353,36,0,98,6.8,1
rxgld,221,311,14,0,5,4.6,1
b8a05,590,0,6,0,1,3,0
ddxgf,49,467,35,0,202,5,1
bfacb,472,101,12,0,14,3,0
c0147,355,222,12,1,10,1.3,0
dab61,384,198,40,0,94,13,1
40c65,247,331,28,0,50,3.7,1
goeer,372,76,32,0,60,7,1
514df,578,0,1,0,1,2,0
zvgyf,2,159,33,0,102,3.1,1
bggfc,0,150,48,1,151,8.9,1
71995,448,126,4,0,7,1.2,0
1bac0,452,124,30,1,101,2.7,1
gifbk,75,107,36,0,89,6.3,1
1da2e,579,3,7,0,3,2.3,0
ingoe,184,25,1,0,12,5.6,1
petpz,274,2,12,0,3,6.3,1
35105,579,3,11,0,2,4,0
1cfec,583,1,4,0,2,2,0
c33ce,586,0,3,0,1,2,0
ygody,106,407,63,0,269,9.8,1
82b32,588,0,1,0,1,2,0
54116,545,39,24,0,34,5,0
wgvet,175,112,20,0,48,2.5,1
c9c40,545,45,34,0,45,10.1,0
bbe8f,577,0,1,0,1,2,0
9786b,585,0,1,0,1,2,0
hewhe,139,108,20,0,79,4,1
f266b,561,25,5,0,3,1.6,0
kenks,119,223,52,0,189,10.3,1
41d55,567,21,7,0,7,4.7,0
c7511,45,536,47,0,266,6,1
utgaf,149,5,13,0,5,2.8,1
a1162,196,393,29,0,75,5.2,0
6df5e,530,48,29,1,48,4.7,1
gveca,455,2,8,0,3,2,1
gxewj,134,118,42,0,91,6.6,1
gzfdj,152,18,18,1,12,7.4,1
d8136,552,22,5,1,4,1.7,0
86274,577,0,1,0,1,3,0
avgke,175,73,24,1,57,4.3,1
a269d,571,0,2,0,1,3,0
b969b,576,8,12,0,6,3,0
d95df,586,1,8,0,2,3.5,0
fc309,574,0,2,0,1,2,0
c30d3,6,576,44,1,202,5.3,1
02a5a,471,104,39,1,94,7.5,1
27438,582,0,1,0,1,3,0
680b8,574,13,25,0,14,14.5,1
lvgle,161,78,23,1,38,2.9,1
udxrb,234,290,32,0,95,6.9,1
0a45a,573,1,1,0,2,1.5,0
fc631,588,0,1,0,1,6,0
dcebd,570,1,1,0,2,2,0
sesvo,268,33,27,0,29,12,1
sezli,0,213,53,0,201,7.8,1
gseby,0,477,125,0,478,23.1,1
rdgnf,12,121,1,1,73,5.2,1
gheks,332,51,29,0,38,5.3,1
a12b7,472,99,39,0,98,6.3,0
c31a7,589,0,5,0,1,2,0
kpagq,93,441,60,0,330,5.2,1
yehfm,87,308,34,0,48,6.9,1
xgpdy,402,0,41,0,112,9.8,1
ggeub,182,101,45,0,96,10.2,1
b18e2,482,107,34,0,240,12.5,1
3e24c,576,0,2,0,1,2,0
pgeff,134,2,10,1,3,4.3,1
01d29,164,412,36,0,101,4,1
greok,251,93,41,0,92,16.3,1
2.10E+37,574,2,7,0,2,7,0
eccfa,574,7,7,0,5,3.6,0
a78db,578,0,1,0,1,2,0
9c02c,576,7,10,0,4,8.7,0
gidtf,0,548,88,1,543,17.9,1
8c8dd,577,0,1,0,1,2,0
b1ea9,569,5,14,0,6,6,0
a0f96,577,0,1,0,1,3,0
gfdup,413,130,27,1,77,3.7,1
5901a,570,1,1,0,2,2,0
pdsir,484,70,32,0,22,10.6,1
oevgo,68,432,34,0,89,5.2,1
0fa23,576,0,1,0,1,2,0
cba07,29,560,34,0,90,5.6,0
yqgcf,0,34,32,0,33,6.4,1
88938,515,68,13,0,20,2.9,1
kzgte,82,336,25,1,82,5.4,1
bgrbb,197,11,19,0,19,11,1
f21fc,587,0,2,0,1,3,0
35758,577,0,1,0,1,2,0
ae2e6,432,156,1,0,2,1.5,0
d0461,580,0,1,0,1,4,0
de49a,487,98,28,0,56,4.5,0
dfbkb,0,182,27,0,94,3,1
fgbet,189,91,21,0,7,17.1,1
f9092,578,1,3,0,2,2,0
piwgm,326,138,26,1,46,7,1
gvegl,0,422,74,0,405,9,1
5c0bf,575,0,1,0,1,4,0
ieoau,0,335,60,1,168,17.4,1
8c1d4,576,1,3,0,2,5,0
ad35a,585,0,1,0,1,2,0
20428,580,0,1,0,1,2,0
1574a,356,228,61,0,228,13.8,1
13a8e,590,0,5,0,1,2,0
e84bc,291,292,46,0,170,9.7,1
1aa88,587,1,4,0,2,1.5,0
da3fb,525,52,15,0,22,3,0
edswy,0,546,111,0,547,28.8,1
gcfmz,0,46,30,0,42,8.1,1
16ff1,587,0,1,0,1,4,0
5019b,569,9,5,1,5,2.2,0
4c05f,571,0,1,0,1,2,0
0000c,581,0,1,0,1,3,0
gjexo,16,202,52,0,127,11.9,1
zigdf,0,178,58,1,173,15.3,1
9e51a,573,0,4,0,1,2,0
f3f30,588,2,6,0,3,4.3,0
igseu,186,96,46,0,92,12.6,1
7baa9,490,92,20,0,28,3.3,0
0b768,235,339,15,0,16,5,0
b3c12,588,0,1,0,1,2,0
9.20E+76,583,1,2,0,2,2.5,0
ba842,558,20,1,0,2,2,0
8d85e,359,231,17,1,45,1.9,0
jpgwd,278,217,39,0,69,6.8,1
ghego,0,422,55,0,301,7.1,1
gsfki,0,67,39,0,63,12.9,1
csgdd,80,431,47,1,238,6.3,1
fd0de,433,146,40,0,69,8.9,0
52fd4,164,422,9,0,4,2.7,0
eb168,400,175,2,0,5,2.6,0
b380f,556,26,20,0,14,4.1,0
twgvf,139,0,12,0,1,27,1
c42bf,582,1,6,1,2,2,0
gaehd,154,249,43,1,84,11.3,1
4466a,585,0,1,0,1,3,0
cbcc3,571,0,1,0,1,3,0
godya,253,259,40,0,141,7.3,1
cexid,0,241,49,1,233,5.2,1
a182a,583,0,1,0,1,2,0
dlgmf,0,92,42,0,92,7.2,1
c0257,579,0,2,0,1,5,0
tetzw,15,267,45,1,156,6,1
3d2aa,489,89,24,0,52,2.6,0
12381,390,182,16,1,20,1.5,0
e8de5,587,2,10,0,3,10,0
gkejo,329,63,34,1,53,6.9,1
mgdep,128,188,43,0,87,6,1
hqgdd,252,302,70,0,301,13.6,1
nglek,29,335,50,1,246,6.2,1
imged,291,227,32,1,82,6.1,1
gdtbp,502,50,10,1,11,1.8,1
2fcf4,583,6,12,0,7,5.4,0
yxugt,363,171,40,0,141,4.3,1
dgiev,0,280,73,0,279,13.4,1
37425,175,412,8,0,4,3.5,0
6dddd,577,1,7,0,2,1.5,0
ab3a3,576,0,1,0,1,2,0
a8490,583,7,3,0,3,1.3,0
ce423,557,16,15,1,11,4.5,0
50bb5,151,424,7,0,10,2.3,0
56a3b,581,7,13,0,8,3.5,0
aehux,5,391,44,0,115,11.6,1
vdxbt,23,487,46,1,121,18,1
e0e4a,203,379,12,1,30,1.8,0
59b21,0,590,98,0,585,19.4,1
7d586,582,3,11,0,3,8,0
15634,465,125,10,0,17,3,0
2.84E+09,588,2,1,0,3,2,0
cf892,0,576,67,0,406,8.3,1
6e6a6,482,101,27,0,33,5.7,0
cflzj,4,41,1,0,19,2,1
e031c,396,192,2,0,2,2.5,0
bgueg,0,440,99,1,431,13.1,1
ngrej,280,94,18,1,13,3.4,1
hjgzd,0,514,102,1,479,12.9,1
umgte,0,251,52,1,243,11.5,1
abaf6,570,1,1,0,2,1.5,0
e0bec,450,135,37,0,82,11.7,0
d27e1,531,47,12,1,7,3,0
ocgid,0,549,142,0,549,34.9,1
kgvfc,0,162,50,0,162,10.9,1
15a86,575,0,1,0,1,2,0
gxdvy,0,541,92,0,542,11.6,1
e0f56,525,50,22,0,24,6.4,0
a068a,0,581,92,0,578,15.5,1
vgdfj,17,36,14,0,15,4.4,1
fe8f8,71,520,70,0,515,9.7,1
vlgee,332,59,30,0,56,3.1,1
c41a2,414,172,24,1,68,4.1,0
mgsda,304,166,35,0,139,4.6,1
tague,377,72,27,0,42,5.4,1
e44dc,560,11,10,0,7,2.2,0
3f1e8,578,1,1,0,2,1.5,0
d120e,583,0,2,0,1,2,0
e9850,578,0,6,0,1,3,0
44581,451,131,7,0,14,1.6,0
2102d,569,1,2,0,2,2,0
c413f,578,0,1,0,1,2,0
ugeep,113,224,50,0,183,5.8,1
2fa59,543,41,12,0,9,3.2,0
932df,582,2,2,1,2,3.5,0
35a22,575,0,1,0,1,4,0
9.40E+76,578,3,6,0,3,2,0
05c6b,55,526,34,0,45,12,0
339a9,576,0,1,0,1,2,0
gaexq,19,230,17,0,132,8.6,1
2c29c,566,7,8,0,10,3.5,0
f9645,567,6,8,0,3,2.6,0
b64f6,588,0,4,0,1,3,0
5e5a3,578,3,5,0,4,1.7,0
e98f3,577,0,1,0,1,2,0
806f0,583,3,1,1,2,1.5,0
c5eeb,538,44,29,0,43,7.2,0
gxdvk,336,191,27,0,31,4,1
4d675,551,23,1,0,4,1.7,0
fa8be,576,0,1,0,1,2,0
847c0,505,78,8,1,11,1.7,0
ba656,423,167,38,0,100,8.9,1
dfbe1,412,177,28,0,54,4.5,0
gfetx,10,254,47,0,183,3.1,1
xgldr,259,302,54,1,280,5.3,1
855b8,521,65,34,0,60,8.3,0
75c58,569,3,13,0,4,5.7,0
gqvgg,141,165,45,0,190,5.3,1
0949c,570,19,7,0,5,7.4,0
44510,571,0,1,1,1,2,0
zeayx,0,193,51,0,133,10.3,1
8b3b4,578,0,1,0,1,2,0
15a33,456,133,25,0,71,7.6,0
0d75e,576,6,11,0,7,3.1,0
ntvgc,59,36,1,0,25,2.7,1
8b1ec,573,0,1,0,1,3,0
79a05,573,0,1,1,1,2,0
79ac3,379,197,16,1,17,6.8,0
5.00E+04,15,558,68,0,305,11,0
a52f1,584,0,4,0,1,2,0
29359,577,0,1,0,1,2,0
5e832,578,0,1,0,1,2,0
bc3bb,579,0,2,0,1,3,0
4c1ef,586,0,1,0,1,4,0
yeqfm,310,4,16,0,4,5.5,1
jgudr,377,193,41,0,92,12.2,1
zgbdw,443,61,34,0,40,16.7,1
igyev,123,159,26,0,81,2.3,1
677f1,529,58,27,0,37,6.1,1
5529,583,0,1,0,1,2,0
kgpdv,0,534,91,0,529,15,1
11dce,570,1,1,0,2,1.5,0
kguej,365,31,18,1,9,2.1,1
d6da5,148,432,77,0,422,8.9,0
4cf57,577,0,1,0,1,3,0
d2ce7,216,0,2,0,1,2,0
e4db1,437,139,31,0,84,4.2,0
f4541,525,49,16,1,46,2.5,0
79883,579,10,6,0,4,3.2,0
d9e33,579,0,1,1,1,2,0
314db,522,52,17,0,19,3.1,0
ab7c6,583,0,1,0,1,2,0
gtfmf,0,40,29,0,41,7.8,1
53c49,425,152,56,0,152,15.4,1
9d9a5,578,1,5,0,2,2,0
8835c,266,308,33,0,55,4.6,0
88765,501,70,29,0,50,6,1
74b91,571,0,1,0,1,2,0
2e54a,407,181,28,0,71,3.6,0
grdas,233,235,53,0,182,13,1
d318b,579,0,1,1,1,4,0
183b4,576,0,1,0,1,2,0
55d05,35,540,21,0,23,6,0
ngsex,0,240,57,1,214,10.2,1
bdecf,577,1,6,0,2,4.5,0
fdda9,589,0,1,0,1,2,0
e46c7,223,350,37,0,98,10.3,0
bgnef,328,90,53,0,91,20.9,1
a00bd,576,7,13,0,6,6.6,0
gtdra,453,113,33,0,82,8.2,1
gwend,179,160,35,0,89,10.2,1
e6dc6,569,5,4,0,3,2.3,0
a5a37,579,0,2,0,1,2,0
hvbgi,129,200,56,0,183,16.9,1
9967c,585,3,6,0,4,2.5,0
3bcc3,575,0,1,0,1,2,0
cbecf,575,0,1,0,1,2,0
ff1be,397,175,25,1,39,2.7,0
68d1e,574,1,6,0,2,12.5,0
gjfbo,44,139,36,1,92,7.2,1
grdvo,389,142,30,0,35,13,1
741d9,586,0,1,0,1,3,0
25d55,545,36,24,1,23,5.6,0
39af5,572,4,5,0,2,4,0
7d73c,577,0,1,0,1,2,0
gefga,0,133,50,1,134,21.7,1
2269b,56,526,31,0,61,5.9,0
d0be0,582,0,5,1,1,5,0
996d2,15,571,26,0,51,5.9,1
2d0df,586,0,1,0,1,2,0
rgkev,0,257,42,0,201,3.2,1
d3679,581,3,6,0,2,1.5,0
7744,561,20,20,0,16,5.6,0
kggwf,0,159,54,0,127,26.5,1
0291e,367,215,28,0,40,9.9,0
dxgpd,553,8,10,0,3,1.6,1
45ccf,577,0,1,0,1,2,0
1f2ca,80,496,48,0,301,7.4,1
83cf4,440,146,32,1,55,6.4,1
40945,571,2,8,0,3,6.3,0
11063,304,280,57,0,151,13.1,1
942a7,574,11,17,1,8,11,0
b4f47,574,15,15,0,13,2.8,0
pekvf,330,56,22,0,51,3.2,1
62b56,578,11,6,1,3,2,0
72803,590,0,1,0,1,2,0
0cbfc,383,194,8,0,10,1.8,0
nenfw,0,336,89,0,337,19.7,1
bcb66,575,0,6,0,1,3,0
a67af,585,0,1,1,1,2,0
kgsfh,42,64,30,0,49,7.1,1
pgxeb,0,471,69,0,449,9.8,1
7c490,324,260,12,0,4,4.7,0
uigke,0,341,76,0,329,13.6,1
hessj,67,225,35,0,103,7.4,1
8be90,555,34,26,0,33,6,0
339c9,0,591,77,0,558,11.7,1
9.00E+97,575,0,1,0,1,2,0
gieds,0,443,57,0,162,17.5,1
c606a,579,4,1,0,2,1.5,0
aa74d,410,165,33,0,93,3,1
bab56,454,131,46,0,126,10.6,1
78ff4,579,0,7,0,1,3,0
jqgoe,92,258,41,0,115,7.5,1
lezpk,9,197,1,0,196,5.5,1
fa4e2,430,143,11,0,7,3.2,0
ggetr,29,246,26,0,71,3,1
568b6,580,6,15,0,7,8.8,0
c4553,589,0,10,0,1,8,0
529de,524,49,31,0,43,9.2,0
goeky,304,87,30,0,34,7.8,1
xqgrd,0,528,39,1,57,8.7,1
6da31,572,0,1,0,1,2,0
97653,577,0,1,0,1,2,0
gqeex,0,451,55,0,300,7.7,1
d0b9e,352,228,13,0,8,3.2,0
5213d,498,74,42,1,63,9.9,1
5904,575,0,1,0,1,2,0
0c50d,586,3,7,0,4,3.2,0
05ca1,578,0,1,0,1,2,0
80abc,572,0,1,0,1,2,0
xgeep,46,298,31,0,86,6.9,1
bogyf,1,42,19,0,21,3.8,1
zkgjf,0,89,36,0,90,7.1,1
ogven,206,139,42,1,119,8.5,1
8bc12,570,10,4,0,6,1.5,0
beyvs,7,220,41,0,215,3.6,1
2bdc4,585,3,9,0,4,3,0
695bf,0,590,49,0,93,9.5,0
rglec,328,127,22,0,47,3.7,1
pzgid,511,39,6,0,25,1.9,1
6d2bb,502,77,22,0,46,3.7,0
grfcv,0,176,62,1,177,26.7,1
63c55,579,0,1,0,1,2,0
guelx,0,378,61,1,317,5.3,1
lgvdy,351,140,36,0,86,7.4,1
xdxht,323,186,36,0,66,5.9,1
aewim,0,257,54,0,249,9.1,1
ed47b,588,0,1,0,1,2,0
ysgpe,182,113,31,0,82,4.3,1
9a0c9,577,0,1,0,1,2,0
e17af,585,0,1,0,1,4,0
fxgie,0,324,85,0,314,26.2,1
mwgwe,0,259,73,0,260,20.8,1
gpepi,83,238,46,0,180,4.3,1
bb38b,576,0,1,0,1,2,0
9ca4d,339,248,11,0,15,3.5,0
d1464,580,1,5,0,2,3,0
ac0f8,568,3,10,0,4,7.7,0
4c0f3,575,0,1,1,1,2,0
geeat,166,28,26,0,24,2.7,1
520f3,580,0,2,0,1,2,0
db14d,586,0,1,0,1,2,0
03acf,556,19,11,0,4,5.2,0
15ed9,590,0,1,0,1,4,0
a3ec2,0,586,78,0,548,6.3,1
bc9e3,549,27,1,0,3,2,0
jogmd,1,507,79,1,464,12.1,1
b0723,589,0,1,1,1,2,0
68d67,578,10,1,0,2,1.5,0
sempz,33,318,25,0,42,5.9,1
sgldv,0,536,74,0,492,10.4,1
340f2,580,0,1,0,1,2,0
9714b,302,286,8,0,8,1.7,0
gaewr,81,174,19,0,41,3.7,1
c85da,584,0,1,0,1,2,0
ceaa7,326,257,62,0,244,21.8,1
sgqds,561,0,6,0,1,3,1
a113d,399,178,24,0,37,6,0
uwggf,29,0,6,0,1,3,1
sjdgj,440,43,18,0,27,2.3,1
f4def,533,55,31,0,54,4.7,1
cgwdw,356,160,51,0,145,20.1,1
3480e,576,0,1,0,1,2,0
dugje,0,344,53,1,333,8.3,1
gaflx,38,2,11,0,3,4,1
3.50E+02,576,0,7,0,1,2,0
f9d22,588,0,1,0,1,2,0
7de96,566,11,14,1,10,2,0
99d75,230,349,18,0,31,2.9,0
lfhvm,40,67,33,0,46,7.5,1
cf5ad,243,336,37,0,175,4.4,1
gyffi,77,46,13,0,15,4.2,1
24827,571,8,1,0,3,2,0
80bc4,552,28,30,0,29,17.3,0
gveao,137,38,16,0,7,6,1
2c364,582,0,7,0,1,2,0
b56a3,162,412,29,0,50,5.9,1
39357,154,422,25,1,35,5.6,0
bac5c,495,86,13,0,18,2.6,0
wwwgc,222,109,51,0,106,25.3,1
cafab,585,0,1,0,1,2,0
ae261,1,580,78,1,274,17,1
7c366,576,0,2,0,1,2,0
lhngj,0,39,34,0,40,21.5,1
5f09a,485,104,6,0,4,2.5,0
77560,514,75,40,0,70,10,1
c0e94,556,21,3,0,4,2,0
5a251,578,6,4,0,4,2.2,0
lgted,5,450,33,0,171,5.2,1
327d1,474,111,3,0,5,2.6,0
e38ff,541,35,7,0,7,2,0
gsdth,507,39,23,0,28,8.2,1
6c1c7,545,44,25,0,29,5,0
db328,335,242,4,0,2,2.5,0
d0026,572,0,1,0,1,4,0
ggjdr,148,415,40,0,48,18.2,1
ce7d3,573,4,14,0,5,4.6,0
ighed,0,445,92,0,446,21.5,1
uxpgd,21,78,30,0,36,4.7,1
9d5e1,551,24,8,0,6,2.1,0
48412,578,0,1,0,1,2,0
0aa3c,570,1,6,0,2,4,0
gveuc,188,92,27,0,66,3.1,1
46c11,530,42,19,0,15,4.7,0
07c28,1,589,31,0,126,2.7,1
ggsdr,476,83,38,1,80,7.3,1
dygde,0,470,94,0,445,29,1
17f31,581,0,8,0,1,4,1
cf7f3,50,540,26,1,50,4.1,1
gyelt,306,56,13,1,7,3.7,1
xazgk,107,31,1,0,30,8.5,1
3b8ca,590,0,1,0,1,2,0
ydugo,0,537,130,1,519,29.9,1
96611,553,22,5,0,8,1.7,0
fefxr,173,250,24,0,19,8.2,1
575fb,503,84,3,0,2,1.5,0
6ad0a,565,11,1,1,2,2,0
0194c,583,1,12,0,2,5,1
d0be1,555,16,16,0,17,9.6,0
c2f1b,572,8,7,0,3,1.3,0
ggaex,154,74,35,0,71,5.8,1
jeaxu,0,202,37,1,195,3,1
eesfa,101,199,25,1,33,4.9,1
ebdcf,583,0,1,0,1,2,0
e994f,569,1,1,0,2,1.5,0
igfen,0,337,85,0,328,27.9,1
xffsh,0,138,48,0,139,14.8,1
gxepf,299,41,33,0,41,12.7,1
25983,572,0,1,0,1,2,0
295d7,102,479,36,1,203,4.3,1
